所属年级,来源,具体来源,章节,试卷题号,题目截图,题干文本,所属章节,参考答案,答案文本,参考解析,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,13,,"13. (5分) 若 $y=(x-1)^{2}+a x+\sin \left(x+\frac{\pi}{2}\right)$ 为偶函数, 则 $a=$",集合与函数概念,2,2,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,14,,"14. (5 分) 设 $x, y$ 满足约束条件 $\left\{\begin{array}{l}-2 x+3 y \leq 3 \\ 3 x-2 y \leq 3 \\ x+y \geq 1\end{array}\right.$, 设 $z=3 x+2 y$, 则 $z$ 的最大值为",不等式,15,15,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,16,,"16. (5 分) 在 $\triangle A B C$ 中, $\angle B A C=60^{\circ}, A B=2, B C=\sqrt{6}, D$ 为 $B C$ 上一点, $A D$ 为 $\angle B A C$ 的平分线, 则 $A D=$",解三角形,2,2,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,21,,"21. (12分) 已知 $f(x)=a x-\frac{\sin x}{\cos ^{3} x}, x \in\left(0, \frac{\pi}{2}\right)$.
(1) 若 $a=8$, 讨论 $f(x)$ 的单调性；
( 2 ) 若 $f(x) \lt \sin 2 x$ 恒成立, 求 $a$ 的取值范围.",导数及其应用,,"【答案】
（1）当 $0 \lt x \lt \frac{\pi}{4}$ 时, $f(x)$ 单调递增；当 $\frac{\pi}{4} \lt x \lt \frac{\pi}{2}$ 时, $f(x)$ 单调递减；
(2) $(-\infty, 3]$.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（甲卷）,,23,,"23. 已知 $f(x)=2|x-a|-a, a \gt 0$.
(1) 解不等式 $f(x) \lt x$ ；
(2) 若曲线 $y=f(x)$ 与 $x$ 轴所围成的面积为 2 , 求 $a$.",不等式选讲,,"【答案】（1）解集为 $\left(\frac{a}{3}, 3 a\right)$, 其中 $\left.a \gt 0 ； （ 2\right) a=2$.",,,,,,,,,,
高中,高考题,2023年天津市高考数学试卷,,1,,"1. (5分) 已知集合 $U=\{1,2,3,4,5\}, A=\{1,3\}, B=\{1,2,4\}$, 则 ( $\left.\complement_{U} B\right) \cup A=(\quad)$
A. $\{1,3,5\}$
B. $\{1,3\}$
C. $\{1,2,4\}$
D. $\{1,2,4,5\}$",集合与函数概念,A,A,,,,,,,,,,
高中,高考题,2023年天津市高考数学试卷,,3,,"3. (5分) 若 $a=1.01^{0.5}, b=1.01^{0.6}, c=0.6^{0.5}$, 则 ( )
A. $c \gt a \gt b$
B. $c \gt b \gt a$
C. $a \gt b \gt c$
D. $b \gt a \gt c$",不等式,D,D,,,,,,,,,,
高中,高考题,2023年天津市高考数学试卷,,5,,"5. (5分) 已知函数 $f(x)$ 的一条对称轴为直线 $x=2$, 一个周期为 4 , 则 $f(x)$ 的解析式可能为 $($ )
A. $\sin \left(\frac{\pi}{2} x\right)$
B. $\cos \left(\frac{\pi}{2} x\right)$
C. $\sin \left(\frac{\pi}{4} x\right)$
D. $\cos \left(\frac{\pi}{4} x\right)$",三角函数,B,B,,,,,,,,,,
高中,高考题,2023年天津市高考数学试卷,,10,,"10. (5分) 已知 $i$ 是虚数单位, 化简 $\frac{5+14 i}{2+3 i}$ 的结果为",数系的扩充与复数的引用,,10.【答案】 $4+ i$,,,,,,,,,,
高中,高考题,2023年天津市高考数学试卷,,15,,"15. (5分) 若函数 $f(x)=a x^{2}-2 x-\left|x^{2}-a x+1\right|$ 有且仅有两个零点, 则 $a$ 的取值范围为",函数的应用,,"$(-\infty, 0) \cup(0,1) \cup(1,+\infty)$",,,,,,,,,,
高中,高考题,2023年天津市高考数学试卷,,16,,"16. (14分) 在 $\triangle A B C$ 中, 角 $A, B, C$ 的对边分别为 $a, b, c$. 已知 $a=\sqrt{39}, b=2, \angle A=120^{\circ}$.
(I) 求 $\sin B$ 的值;
(II) 求 $c$ 的值;
( III) 求 $\sin (B-C)$ 的值.",解三角形,,"16.【答案】
(1) $\frac{\sqrt{13}}{13}$
(2) 5
(3) $-\frac{7 \sqrt{3}}{26}$",,,,,,,,,,
高中,高考题,2023年天津市高考数学试卷,,20,,"20. (16分) 已知函数 $f(x)=\left(\frac{1}{x}+\frac{1}{2}\right) \ln (x+1)$.
(I) 求曲线 $y=f(x)$ 在 $x=2$ 处的切线斜率;
(II) 当 $x \gt 0$ 时, 求证: $f(x) \gt 1$ ；
(III) 证明: $\frac{5}{6} \lt \ln (n !)-\left(n+\frac{1}{2}\right) \ln n+n \leq 1$.",导数及其应用,,"20.【答案】
(1) $\frac{1}{3}-\frac{\ln 3}{4}$
(2) 证明见解析
(3) 证明见解析",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,1,,"1. 设 $z=\frac{2+ i }{1+ i ^{2}+ i ^{5}}$, 则 $\bar{z}=( )$
A. $1-2 i$
B. $1+2 i$
C. $2- i$
D. $2+ i$",数系的扩充与复数的引用,B,B,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,2,,"2. 设集合 $U= R$, 集合 $M=\{x \mid x \lt 1\}, N=\{x \mid-1 \lt x \lt 2\}$, 则 $\{x \mid x \geq 2\}=(）$
A. $\complement_{U}(M \cup N)$
B. $N \cup \complement_{V} M$
C. $\complement_{U}(M \cap N)$
D. $M \cup \complement_{U} N$",集合与函数概念,A,A,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,4,,"4. 已知 $f(x)=\frac{x e ^{x}}{ e ^{a x}-1}$ 是偶函数, 则 $a=(\quad)$
A. -2
B. -1
C. 1
D. 2",集合与函数概念,D,D,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,6,,"6. 已知函数 $f(x)=\sin (\omega x+\varphi)$ 在区间 $\left(\frac{\pi}{6}, \frac{2 \pi}{3}\right)$ 单调递增, 直线 $x=\frac{\pi}{6}$ 和 $x=\frac{2 \pi}{3}$ 为函数 $y=f(x)$ 的图像的两条对称轴, 则 $f\left(-\frac{5 \pi}{12}\right)=($ )
A. $-\frac{\sqrt{3}}{2}$
B. $-\frac{1}{2}$
C. $\frac{1}{2}$
D. $\frac{\sqrt{3}}{2}$",三角函数,D,D,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,14,,"14. 若 $x, y$ 满足约束条件 $\left\{\begin{array}{l}x-3 y \leq-1 \\ x+2 y \leq 9 \\ 3 x+y \geq 7\end{array}\right.$, 则 $z=2 x-y$ 的最大值为",不等式,8,8,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,16,,"16. 设 $a \in(0,1)$, 若函数 $f(x)=a^{x}+(1+a)^{x}$ 在 $(0,+\infty)$ 上单调递增, 则 $a$ 的取值范围是",导数及其应用,,"【答案】 $\left[\frac{\sqrt{5}-1}{2}, 1\right)$",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,18,,"18. 在 $\triangle A B C$ 中, 已知 $\angle B A C=120^{\circ}, A B=2, A C=1$.
(1) 求 $\sin \angle A B C$;
(2) 若 $D$ 为 $B C$ 上一点, 且 $\angle B A D=90^{\circ}$, 求 $\triangle A D C$ 的面积.",解三角形,,"18.【答案】(1) $\frac{\sqrt{21}}{14}$;
(2) $\frac{\sqrt{3}}{10}$.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,21,,"21. 已知函数 $f(x)=\left(\frac{1}{x}+a\right) \ln (1+x)$.
(1) 当 $a=-1$ 时, 求曲线 $y=f(x)$ 在点 $(1, f(1))$ 处的切线方程;
第3页/共22页
(2) 是否存在 $a, b$, 使得曲线 $y=f\left(\frac{1}{x}\right)$ 关于直线 $x = b$ 对称, 若存在, 求 $a, b$ 的值, 若不存在, 说明理由。
(3) 若 $f(x)$ 在 $(0,+\infty)$ 存在极值, 求 $a$ 的取值范围.",导数及其应用,,"21.【答案】(1) $(\ln 2) x+y-\ln 2=0$;
(2) 存在 $a=\frac{1}{2}, b=-\frac{1}{2}$ 满足题意, 理由见解析.
(3) $\left(0, \frac{1}{2}\right)$.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（理科）（乙卷）,,23,,"23. 已知 $f(x)=2|x|+|x-2|$.
(1) 求不等式 $f(x) \leq 6-x$ 的解集;
(2) 在直角坐标系 $x O y$ 中, 求不等式组 $\left\{\begin{array}{l}f(x) \leq y \\ x+y-6 \leq 0\end{array}\right.$ 所确定的平面区域的面积.",不等式,,"23.【答案】 $(1)[-2,2]$;
(2) 8 .",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,1,,"1. (5分) $\left|2+i^{2}+2 i^{3}\right|=(\quad)$
A. 1
B. 2
C. $\sqrt{5}$
D. 5",数系的扩充与复数的引用,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,2,,"2. (5分) 设全集 $U=\{0,1,2,4,6,8\}$, 集合 $M=\{0,4,6\}, N=\{0,1,6\}$, 则 $M \cup \complement_{U} N=(\quad)$
A. $\{0,2,4,6,8\}$
B. $\{0,1,4,6,8\}$
C. $\{1,2,4,6,8\}$
D. $U$",集合与函数概念,A,A,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,4,,"4. (5 分) 在 $\triangle A B C$ 中, 内角 $A, B, C$ 的对边分别是 $a, b, c$, 若 $a \cos B-b \cos A=c$, 且 $C=\frac{\pi}{5}$, 则 $\angle B=(\quad)$
A. $\frac{\pi}{10}$
B. $\frac{\pi}{5}$
C. $\frac{3 \pi}{10}$
D. $\frac{2 \pi}{5}$",解三角形,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,5,,"5. (5分) 已知 $f(x)=\frac{x e^{x}}{e^{a x}-1}$ 是偶函数, 则 $a=(\quad)$
A. -2
B. -1
C. 1
D. 2",集合与函数概念,D,D,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,8,,"8. (5分) 函数 $f(x)=x^{3}+a x+2$ 存在 3 个零点, 则 $a$ 的取值范围是 $(\quad)$
A. $(-\infty,-2)$
B. $(-\infty,-3)$
C. $(-4,-1)$
D. $(-3,0)$",导数及其应用,B,B,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,10,,"10. (5 分) 已知函数 $f(x)=\sin (\omega x+\varphi)$ 在区间 $\left(\frac{\pi}{6}, \frac{2 \pi}{3}\right)$ 单调递增, 直线 $x=\frac{\pi}{6}$ 和 $x=\frac{2 \pi}{3}$ 为函数 $y=f(x)$ 的图像的两条对称轴, 则 $f\left(-\frac{5 \pi}{12}\right)=(\quad)$
A. $-\frac{\sqrt{3}}{2}$
B. $-\frac{1}{2}$
C. $\frac{1}{2}$
D. $\frac{\sqrt{3}}{2}$",三角函数,D,D,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,14,,"14. (5分) 若 $\theta \in\left(0, \frac{\pi}{2}\right), \tan \theta=\frac{1}{3}$, 则 $\sin \theta-\cos \theta=$",三角函数,,【答案】 $-\frac{\sqrt{10}}{5}$.,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,15,,"15. (5 分) 若 $x, y$ 满足约束条件 $\left\{\begin{array}{l}x-3 y \leq-1 \\ x+2 y \leq 9 \\ 3 x+y \geq 7\end{array}\right.$, 则 $z=2 x-y$ 的最大值为",不等式,8,8,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,16,,"16. (5分) 已知点 $S, A, B, C$ 均在半径为 2 的球面上, $\triangle A B C$ 是边长为 3 的等边三角形, $S A \perp$ 平面 $A B C$, 则 $S A=$",解三角形,2,2,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,20,,"20. (12分) 已知函数 $f(x)=\left(\frac{1}{x}+a\right) \ln (1+x)$.
（1）当 $a=-1$ 时, 求曲线 $y=f(x)$ 在点 $(1, f(1))$ 处的切线方程；
（2）若函数 $f(x)$ 在 $(0,+\infty)$ 单调递增, 求 $a$ 的取值范围.",导数及其应用,,"【答案】（1）( $\ln 2) x+y-\ln 2=0$ ；
( 2 ) $\left[\frac{1}{2},+\infty\right)$.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（乙卷）,,23,,"23. 已知 $f(x)=2|x|+|x-2|$.
(1) 求不等式 $f(x) \leq 6-x$ 的解集；
(2) 在直角坐标系 $x O y$ 中, 求不等式组 $\left\{\begin{array}{l}f(x) \leq y \\ x+y-6 \leq 0\end{array}\right.$ 所确定的平面区域的面积.",不等式,,"【答案】(1) 不等式的解集为 $[-2,2]$.
(2) 8 .",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,1,,"1. (5分) 设全集 $U=\{1,2,3,4,5\}$, 集合 $M=\{1,4\}, N=\{2,5\}$, 则 $N \cup \complement_{U} M=(\quad)$
A. $\{2,3,5\}$
B. $\{1,3,4\}$
C. $\{1,2,4,5\}$
D. $\{2,3,4,5\}$",集合与函数概念,A,A,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,2,,"2. (5分) $\frac{5\left(1+i^{3}\right)}{(2+i)(2-i)}=(\quad)$
A. -1
B. 1
C. $1-i$
D. $1+i$",数系的扩充与复数的引用,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,8,,"8. (5分) 曲线 $y=\frac{e^{x}}{x+1}$ 在点 $\left(1, \frac{e}{2}\right)$ 处的切线方程为 $(\quad)$
A. $y=\frac{e}{4} x$
B. $y=\frac{e}{2} x$
C. $y=\frac{e}{4} x+\frac{e}{4}$
D. $y=\frac{e}{2} x+\frac{3 e}{4}$",导数及其应用,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,11,,"11. (5分) 已知函数 $f(x)=e^{-(x-1)^{2}}$. 记 $a=f\left(\frac{\sqrt{2}}{2}\right), b=f\left(\frac{\sqrt{3}}{2}\right), c=f\left(\frac{\sqrt{6}}{2}\right)$, 则 ()
A. $b \gt c \gt a$
B. $b \gt a \gt c$
C. $c \gt b \gt a$
D. $c \gt a \gt b$",基本初等函数,A,A,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,12,,"12. (5分) 函数 $y=f(x)$ 的图象由 $y=\cos \left(2 x+\frac{\pi}{6}\right)$ 的图象向左平移 $\frac{\pi}{6}$ 个单位长度得到, 则 $y=f(x)$ 的图象与直线 $y=\frac{1}{2} x-\frac{1}{2}$ 的交点个数为 $(\quad)$
A. 1
B. 2
C. 3
D. 4",三角函数,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,14,,"14. (5 分) 若 $f(x)=(x-1)^{2}+a x+\sin \left(x+\frac{\pi}{2}\right)$ 为偶函数, 则 $a=$",集合与函数概念,2,2,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,15,,"15. (5分) 若 $x, y$ 满足约束条件 $\left\{\begin{array}{l}3 x-2 y \leq 3, \\ -2 x+3 y \leq 3 \\ x+y \geq 1,\end{array}\right.$, 则 $z=3 x+2 y$ 的最大值为",不等式,15,15,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,17,,"17. (12 分) 记 $\triangle A B C$ 的内角 $A, B, C$ 的对边分别为 $a, b, c$, 已知 $\frac{b^{2}+c^{2}-a^{2}}{\cos A}=2$.
(1) 求 $b c$;
(2) 若 $\frac{a \cos B-b \cos A}{a \cos B+b \cos A}-\frac{b}{c}=1$, 求 $\triangle A B C$ 面积.",解三角形,,"【答案】( 1$) b c=1$ ；
( 2 ) $\frac{\sqrt{3}}{4}$.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,20,,"20. (12分) 已知函数 $f(x)=a x-\frac{\sin x}{\cos ^{2} x}, x \in\left(0, \frac{\pi}{2}\right)$.
（1）当 $a=1$ 时, 讨论 $f(x)$ 的单调性；
( 2) 若 $f(x)+\sin x \lt 0$, 求 $a$ 的取值范围.",导数及其应用,,"【答案】 （1） $f(x)$ 在 $\left(0, \frac{\pi}{2}\right)$ 上单调递减； ( 2$)(-\infty, 0]$.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（文科）（甲卷）,,23,,"23. 设 $a \gt 0$, 函数 $f(x)=2|x-a|-a$.
(1) 求不等式 $f(x) \lt x$ 的解集；
(2) 若曲线 $y=f(x)$ 与 $x$ 轴所围成的图形的面积为 2 , 求 $a$.",不等式,,"【答案】
$\begin{array}{l}( 1) \quad\left(\frac{a}{3}, 3 a\right) . \\( 2) \quad a=2 .\end{array}$",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,1,,"1. (5分) 已知集合 $M=\{-2,-1,0,1,2\}, N=\left\{x \mid x^{2}-x-6 \geq 0\right\}$, 则 $M \cap N=($ )
A. $\{-2,-1,0,1\}$
B. $\{0,1,2\}$
C. $\{-2\}$
D. $\{2\}$",集合与函数概念,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,2,,"2. (5分) 已知 $z=\frac{1-i}{2+2 i}$, 则 $z-\bar{z}=(\quad)$
A. $-i$
B. $i$
C. 0
D. 1",数系的扩充与复数的引用,A,A,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,4,,"4. (5分) 设函数 $f(x)=2^{x(x-a)}$ 在区间 $(0,1)$ 单调递减, 则 $a$ 的取值范围是 $(\quad)$
A. $(-\infty,-2]$
B. $[-2,0)$
C. $(0,2]$
D. $[2,+\infty)$",基本初等函数,D,D,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,8,,"8. (5分) 已知 $\sin (\alpha-\beta)=\frac{1}{3}, \cos \alpha \sin \beta=\frac{1}{6}$, 则 $\cos (2 \alpha+2 \beta)=(\quad)$
A. $\frac{7}{9}$
B. $\frac{1}{9}$
C. $-\frac{1}{9}$
D. $-\frac{7}{9}$",三角恒等变换,B,B,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,11,,"11. (5 分) 已知函数 $f(x)$ 的定义域为 $R, f(x y)=y^{2} f(x)+x^{2} f(y)$, 则 ( )
A. $f(0)=0$
B. $f(1)=0$
C. $f(x)$ 是偶函数
D. $x=0$ 为 $f(x)$ 的极小值点",函数的应用,ABC,ABC,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,15,,"15. (5分) 已知函数 $f(x)=\cos \omega x-1(\omega \gt 0)$ 在区间 $[0,2 \pi]$ 有且仅有 3 个零点, 则 $\omega$ 的取值范围是",三角函数,,"$[2,3)$.",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,17,,"17. (10分) 已知在 $\triangle A B C$ 中, $A+B=3 C, 2 \sin (A-C)=\sin B$.
(1) 求 $\sin A$;
(2) 设 $A B=5$, 求 $A B$ 边上的高.",解三角形,,"【答案】
$(1) \frac{3 \sqrt{10}}{10} ;$
( 2 ) 6 .",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅰ）,,19,,"19. (12分) 已知函数 $f(x)=a\left(e^{x}+a\right)-x$.
(1) 讨论 $f(x)$ 的单调性;
（2）证明: 当 $a \gt 0$ 时, $f(x) \gt 2 \ln a+\frac{3}{2}$.",导数及其应用,,"综上所述, 当 $a \leq 0$ 时, $f(x)$ 在 $R$ 上单调递减；当 $a \gt 0$ 时, $f(x)$ 在 $\left(-\infty, \ln \frac{1}{a}\right)$ 上单调递减, 在 $\left(\ln \frac{1}{a},+\infty\right)$ 上单调递增。",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,1,,"1. (5分) 在复平面内, $(1+3 i)(3-i)$ 对应的点位于 ( )

A . 第一象限
B. 第二象限
C. 第三象限
D. 第四象限",数系的扩充与复数的引用,A,A,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,2,,"2. (5分) 设集合 $A=\{0,-a\}, B=\{1, a-2,2 a-2\}$, 若 $A \subseteq B$, 则 $a=(\quad)$
A. 2
B. 1
C. $\frac{2}{3}$
D. -1",集合与函数概念,B,B,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,4,,"4. (5分) 若 $f(x)=(x+a) \ln \frac{2 x-1}{2 x+1}$ 为偶函数, 则 $a=(\quad)$
A. -1
B. 0
C. $\frac{1}{2}$
D. 1",集合与函数概念,B,B,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,6,,"6. (5分) 已知函数 $f(x)=a e^{x}-\ln x$ 在区间 $(1,2)$ 上单调递增, 则 $a$ 的最小值为 $($ )
A. $e^{2}$
B. $e$
C. $e^{-1}$
D. $e^{-2}$",导数及其应用,C,C,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,7,,"7. (5分) 已知 $\alpha$ 为锐角, $\cos \alpha=\frac{1+\sqrt{5}}{4}$, 则 $\sin \frac{\alpha}{2}=(\quad)$
A. $\frac{3-\sqrt{5}}{8}$
B. $\frac{-1+\sqrt{5}}{8}$
C. $\frac{3-\sqrt{5}}{4}$
D. $\frac{-1+\sqrt{5}}{4}$",三角恒等变换,D,D,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,11,,"11. (5 分) 若函数 $f(x)=a \ln x+\frac{b}{x}+\frac{c}{x^{2}}(a \neq 0)$ 既有极大值也有极小值, 则 ( )
A. $b c \gt 0$
B. $a b \gt 0$
C. $b^{2}+8 a c \gt 0$
D. $a c \lt 0$",导数及其应用,BCD,BCD,,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,17,,"17. (10分) 记 $\triangle A B C$ 的内角 $A, B, C$ 的对边分别为 $a, b, c$, 已知 $\triangle A B C$ 面积为 $\sqrt{3}, D$ 为 $B C$ 的中点, 且 $A D=1$.
(1) 若 $\angle A D C=\frac{\pi}{3}$, 求 $\tan B$;
(2) 若 $b^{2}+c^{2}=8$, 求 $b, c$.",解三角形,,"故 $\tan B=\frac{A E}{B E}=\frac{\frac{\sqrt{3}}{2}}{\frac{5}{2}}=\frac{\sqrt{3}}{5}$ ；
$\therefore b=c=2 .$",,,,,,,,,,
高中,高考题,2023年全国统一高考数学试卷（新高考Ⅱ）,,22,,"22. (12分) (1) 证明: 当 $0 \lt x \lt 1$ 时, $x-x^{2} \lt \sin x \lt x$ ；
（2）已知函数 $f(x)=\cos a x-\ln \left(1-x^{2}\right)$, 若 $x=0$ 为 $f(x)$ 的极大值点, 求 $a$ 的取值范围.",导数及其应用,,"22.【答案】
（1）证明见详解
(2) $(-\infty,-\sqrt{2}) \cup(\sqrt{2},+\infty)$",,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,1,,1. (4分) 不等式 $|x-2| \lt 1$ 的解集为,不等式,,"$(1,3)$.",,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,4,,"4. (4 分) 已知 $\tan \alpha=3$, 则 $\tan 2 \alpha=$",三角恒等变换,,$-\frac{3}{4}$,,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,5,,"5. (4分) 已知函数 $f(x)=\left\{\begin{array}{l}1, x \leq 0, \\ 2^{x}, x \gt 0\end{array}\right.$, 则函数 $f(x)$ 的值域为",集合与函数概念,,"$[1,+\infty)$",,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,6,,"6. (4分) 已知䫝数 $z=1-i$ ( $i$ 为虚数单位), 则 $|1+i z|=$",数系的扩充与复数的引用,,$\sqrt{5}$,,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,8,,"8. (5分) 已知 $\triangle A B C$ 中, 角 $A, B, C$ 所对的边 $a=4, b=5, c=6$, 则 $\sin A=$",解三角形,,$\frac{\sqrt{7}}{4}$.,,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,11,,"11. (5分) 某公园欲建设一段斜坡, 坡顶是一条直线, 斜坡顶点距水平地面的高度为 4 米, 坡面与水平面所成夹角为 $\theta$. 行人每沿着斜坡向上走 $1 m$ 消耗的体力为 $(1.025-\cos \theta)$, 欲使行人走上斜坡所消耗的总体力最小, 则 $\theta=$",导数及其应用,,【答案】 $\arccos \frac{40}{41}$.,,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,13,,"13. (4分) 已知 $P=\{1,2\}, Q=\{2,3\}$, 若 $M=\{x \mid x \in P, x \notin Q\}$, 则 $M=(\quad)$
A. $\{1\}$
B. $\{2\}$
C. $\{3\}$
D. $\{1,2,3\}$",集合与函数概念,A,A,,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,15,,"15. (5分) 已知 $a \in R$, 记 $y=\sin x$ 在 $[a, 2 a]$ 的最小值为 $s_{a}$, 在 $[2 a, 3 a]$ 的最小值为 $t_{a}$, 则下列情况不可能的是 ( )
A. $s_{a} \gt 0, t_{a} \gt 0$
B. $s_{a} \lt 0, t_{a} \lt 0$
C. $s_{a} \gt 0, t_{a} \lt 0$
D. $s_{a} \lt 0, t_{a} \gt 0$",三角函数,D,D,,,,,,,,,,
高中,高考题,2023年上海市高考数学试卷,,18,,"18. (14分) 已知 $a, c \in R$, 函数 $f(x)=\frac{x^{2}+(3 a+1) x+c}{x+a}$.
（1）若 $a=0$, 求函数的定义域, 并判断是否存在 $c$ 使得 $f(x)$ 是奇函数, 说明理由;
(2) 若函数过点 $(1,3)$, 且函数 $f(x)$ 与 $x$ 轴负半轴有两个不同交点, 求此时 $c$ 的值和 $a$ 的取值范围.",函数的应用,,"【答案】( 1$) a=0$ 时, $f(x)$ 的定义域为 $\{x \mid x \neq 0\}$, 不存在 $c$ 使得 $f(x)$ 是奇函数.
( 2 ) $\left(\frac{1}{3}, \frac{1}{2}\right) \cup\left(\frac{1}{2},+\infty\right)$.",,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,1,,1. (4分) 函数 $f(x)=\lg \sqrt{x-1}$ 的定义域为,基本初等函数,,"$(1,+\infty)$.",,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,4,,"4. (4分) 设 $x \in R$, 则方程 $|2 x-1|=|x|+|x-1|$ 的解集为",不等式,,"【答案】 $(-\infty, 0] \cup[1,+\infty)$.",,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,6,,"6. (4分) 设 $a 、 b$ 为常数, 若 $a \gt 1, b \lt -1$, 则函数 $y=a^{x}+b$ 的图像必定不经过第象限.",基本初等函数,,【答案】二.,,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,7,,"7. (5 分) 设函数 $f(x)=\left\{\begin{array}{ll}\frac{2}{3} x-1(x \geq 0) \\ \frac{1}{x} & (x \lt 0)\end{array}\right.$, 若 $f(a)=a$, 则实数 $a$ 的值是",函数的应用,-1,-1,,,,,,,,,,
